age,gender,weight_kg,height_cm,bmi,activity_level,goal,goal_encoded,health_condition,condition_encoded,region,region_encoded,protein_pct,carbs_pct,fat_pct,diet_category
49,1,73.0,170.1,25.23,1.375,gain,1,none,0,south_india,1,42,51,7,muscle_gain
43,1,65.4,169.1,22.87,1.55,loss,-1,none,0,north_india,0,35,30,35,maintenance
34,0,56.3,154.9,23.47,1.55,loss,-1,none,0,north_india,0,34,29,37,maintenance
65,1,64.3,179.1,20.04,1.375,maintain,0,diabetes,1,south_india,1,39,23,38,medical_diet
44,1,80.9,170.5,27.82,1.9,loss,-1,none,0,north_india,0,36,30,34,weight_loss
41,0,52.8,149.8,23.53,1.9,loss,-1,none,0,north_india,0,34,31,35,maintenance
52,1,66.8,162.4,25.31,1.725,maintain,0,none,0,west_india,2,29,40,31,maintenance
63,0,50.5,153.9,21.34,1.375,loss,-1,diabetes,1,north_india,0,46,16,38,medical_diet
59,0,55.2,159.1,21.8,1.375,loss,-1,none,0,south_india,1,34,29,37,maintenance
56,0,67.9,161.6,26.0,1.375,maintain,0,diabetes,1,north_india,0,40,23,37,medical_diet
43,1,74.4,155.3,30.84,1.2,gain,1,none,0,south_india,1,38,49,13,muscle_gain
66,0,40.2,157.0,16.33,1.55,gain,1,none,0,east_india,3,40,49,11,muscle_gain
55,0,44.9,162.2,17.06,1.375,maintain,0,hypertension,2,east_india,3,28,47,25,muscle_gain
40,1,73.6,170.4,25.35,1.55,loss,-1,none,0,east_india,3,36,28,36,weight_loss
39,0,52.6,156.6,21.46,1.375,gain,1,none,0,south_india,1,39,49,12,muscle_gain
21,1,74.1,172.6,24.87,1.2,maintain,0,hypertension,2,north_india,0,31,44,25,medical_diet
66,1,61.5,161.8,23.5,1.55,maintain,0,thyroid,3,south_india,1,31,38,31,medical_diet
26,0,52.5,145.0,24.95,1.375,gain,1,none,0,north_india,0,41,49,10,muscle_gain
21,1,69.1,172.6,23.21,1.375,maintain,0,none,0,north_india,0,30,40,30,maintenance
24,1,56.7,171.2,19.35,1.375,gain,1,none,0,north_india,0,41,50,9,muscle_gain
40,0,42.7,152.2,18.43,1.2,gain,1,diabetes,1,south_india,1,49,35,16,muscle_gain
19,0,57.0,159.0,22.57,1.725,maintain,0,diabetes,1,north_india,0,42,23,35,medical_diet
66,0,38.0,150.7,16.72,1.2,gain,1,diabetes,1,east_india,3,51,35,14,muscle_gain
41,0,49.7,150.2,22.05,1.375,loss,-1,diabetes,1,south_india,1,43,14,43,medical_diet
57,1,79.4,178.7,24.87,1.725,maintain,0,pcos,4,north_india,0,39,25,36,medical_diet
48,0,63.6,167.9,22.56,1.2,loss,-1,hypertension,2,south_india,1,34,37,29,medical_diet
64,0,56.0,153.4,23.77,1.375,gain,1,none,0,south_india,1,42,48,10,muscle_gain
48,0,44.0,163.4,16.49,1.375,loss,-1,none,0,west_india,2,34,31,35,muscle_gain
64,1,62.1,173.6,20.62,1.2,gain,1,none,0,north_india,0,39,50,11,muscle_gain
57,1,55.8,169.5,19.42,1.375,loss,-1,none,0,south_india,1,36,32,32,maintenance
65,1,70.1,159.5,27.54,1.375,maintain,0,thyroid,3,west_india,2,32,40,28,medical_diet
68,1,97.8,170.1,33.79,1.2,loss,-1,none,0,south_india,1,36,31,33,weight_loss
60,1,59.2,169.8,20.54,1.375,maintain,0,diabetes,1,south_india,1,42,26,32,medical_diet
51,0,67.9,170.7,23.29,1.2,loss,-1,thyroid,3,north_india,0,37,32,31,medical_diet
41,1,58.8,167.1,21.05,1.725,gain,1,none,0,west_india,2,41,51,8,muscle_gain
66,1,65.3,162.7,24.69,1.55,maintain,0,thyroid,3,north_india,0,29,40,31,medical_diet
43,1,65.3,172.6,21.92,1.2,maintain,0,hypertension,2,east_india,3,30,47,23,medical_diet
33,0,65.2,161.8,24.9,1.55,loss,-1,none,0,north_india,0,36,32,32,maintenance
64,0,73.4,165.4,26.82,1.375,loss,-1,none,0,north_india,0,37,29,34,weight_loss
30,1,51.7,166.4,18.67,1.2,gain,1,none,0,south_india,1,41,48,11,muscle_gain
32,0,56.8,153.5,24.09,1.2,loss,-1,none,0,south_india,1,34,31,35,maintenance
44,1,50.4,171.9,17.05,1.375,gain,1,diabetes,1,north_india,0,50,34,16,muscle_gain
21,0,53.4,156.5,21.81,1.2,loss,-1,pcos,4,south_india,1,44,15,41,medical_diet
33,0,45.3,149.2,20.36,1.2,loss,-1,none,0,south_india,1,37,28,35,maintenance
47,1,71.0,173.8,23.52,1.55,gain,1,none,0,south_india,1,42,50,8,muscle_gain
61,0,48.3,152.1,20.9,1.9,gain,1,none,0,south_india,1,42,49,9,muscle_gain
47,1,57.6,163.6,21.54,1.375,loss,-1,thyroid,3,north_india,0,37,29,34,medical_diet
53,1,59.6,162.8,22.49,1.375,loss,-1,diabetes,1,east_india,3,45,14,41,medical_diet
20,1,68.5,165.7,24.97,1.725,gain,1,none,0,west_india,2,40,48,12,muscle_gain
39,0,68.6,165.4,25.07,1.2,loss,-1,hypertension,2,west_india,2,37,33,30,weight_loss
66,0,59.5,158.1,23.8,1.2,loss,-1,thyroid,3,south_india,1,36,29,35,medical_diet
39,1,71.5,178.4,22.47,1.725,maintain,0,none,0,west_india,2,28,41,31,maintenance
67,1,84.1,171.2,28.72,1.55,loss,-1,none,0,south_india,1,36,32,32,weight_loss
67,0,80.5,162.2,30.6,1.2,loss,-1,none,0,south_india,1,36,31,33,weight_loss
66,1,51.2,166.6,18.43,1.55,maintain,0,none,0,west_india,2,32,39,29,muscle_gain
29,0,56.3,154.3,23.64,1.55,gain,1,none,0,south_india,1,40,51,9,muscle_gain
38,0,44.7,150.3,19.78,1.2,gain,1,none,0,north_india,0,40,49,11,muscle_gain
21,0,59.3,148.2,27.0,1.375,maintain,0,thyroid,3,east_india,3,31,39,30,medical_diet
48,1,60.0,160.2,23.4,1.2,maintain,0,none,0,south_india,1,31,39,30,maintenance
61,1,79.5,178.8,24.85,1.55,maintain,0,none,0,south_india,1,31,40,29,maintenance
48,0,67.5,161.6,25.86,1.55,loss,-1,none,0,south_india,1,37,31,32,weight_loss
40,1,57.4,160.9,22.15,1.2,gain,1,none,0,north_india,0,39,49,12,muscle_gain
37,1,86.4,166.3,31.25,1.55,loss,-1,diabetes,1,west_india,2,43,15,42,weight_loss
32,0,68.3,162.2,25.97,1.55,loss,-1,none,0,west_india,2,37,29,34,weight_loss
40,0,56.2,145.0,26.72,1.2,maintain,0,pcos,4,west_india,2,38,26,36,medical_diet
45,1,71.4,174.0,23.57,1.375,loss,-1,none,0,south_india,1,34,29,37,maintenance
33,0,61.3,162.8,23.14,1.55,loss,-1,none,0,west_india,2,34,30,36,maintenance
54,1,86.7,177.0,27.69,1.375,loss,-1,hypertension,2,west_india,2,37,36,27,weight_loss
38,0,66.1,157.6,26.62,1.725,loss,-1,pcos,4,north_india,0,45,17,38,weight_loss
32,0,45.1,160.1,17.6,1.375,gain,1,pcos,4,north_india,0,50,35,15,muscle_gain
34,1,66.4,164.8,24.43,1.2,maintain,0,hypertension,2,east_india,3,28,44,28,medical_diet
67,1,89.5,183.8,26.49,1.55,loss,-1,pcos,4,north_india,0,45,16,39,weight_loss
54,1,71.5,173.0,23.87,1.55,loss,-1,hypertension,2,east_india,3,36,37,27,medical_diet
30,1,74.3,169.8,25.79,1.9,maintain,0,none,0,south_india,1,31,39,30,maintenance
36,1,76.5,177.5,24.27,1.2,maintain,0,hypertension,2,south_india,1,29,43,28,medical_diet
47,0,38.0,160.0,14.84,1.375,maintain,0,none,0,north_india,0,32,39,29,muscle_gain
62,0,43.0,158.7,17.06,1.375,gain,1,none,0,south_india,1,40,52,8,muscle_gain
35,1,80.3,168.6,28.25,1.725,loss,-1,none,0,north_india,0,34,30,36,weight_loss
31,0,62.3,165.3,22.82,1.375,maintain,0,diabetes,1,north_india,0,41,27,32,medical_diet
53,1,56.3,154.1,23.74,1.55,maintain,0,diabetes,1,west_india,2,40,24,36,medical_diet
53,0,48.7,148.7,22.01,1.2,gain,1,hypertension,2,north_india,0,40,55,5,muscle_gain
37,0,42.2,152.1,18.24,1.375,loss,-1,none,0,south_india,1,37,31,32,muscle_gain
69,1,58.8,164.4,21.76,1.2,loss,-1,none,0,south_india,1,35,30,35,maintenance
36,1,82.8,178.8,25.88,1.725,loss,-1,none,0,east_india,3,35,29,36,weight_loss
62,1,83.1,177.9,26.25,1.2,maintain,0,none,0,east_india,3,32,39,29,maintenance
61,0,77.4,151.1,33.88,1.375,loss,-1,hypertension,2,south_india,1,33,35,32,weight_loss
24,1,58.3,164.0,21.67,1.2,gain,1,none,0,west_india,2,40,50,10,muscle_gain
61,1,86.0,166.0,31.23,1.725,gain,1,none,0,west_india,2,42,50,8,muscle_gain
21,1,76.3,186.7,21.91,1.55,loss,-1,none,0,north_india,0,34,29,37,maintenance
51,1,87.0,181.1,26.52,1.9,maintain,0,diabetes,1,east_india,3,39,23,38,medical_diet
19,1,71.0,168.9,24.9,1.2,loss,-1,none,0,west_india,2,36,30,34,maintenance
22,1,62.2,163.7,23.21,1.2,gain,1,none,0,west_india,2,42,50,8,muscle_gain
27,0,52.6,152.7,22.57,1.375,loss,-1,none,0,west_india,2,35,31,34,maintenance
49,0,56.7,164.1,21.03,1.55,gain,1,pcos,4,north_india,0,49,37,14,muscle_gain
59,0,69.8,158.9,27.62,1.375,loss,-1,pcos,4,north_india,0,45,16,39,weight_loss
58,0,42.8,152.9,18.3,1.55,loss,-1,diabetes,1,north_india,0,47,13,40,muscle_gain
30,1,81.1,177.3,25.8,1.2,maintain,0,hypertension,2,west_india,2,29,45,26,medical_diet
56,1,64.5,155.4,26.7,1.55,loss,-1,none,0,south_india,1,36,29,35,weight_loss
22,0,85.7,169.1,29.97,1.375,loss,-1,none,0,south_india,1,34,28,38,weight_loss
27,0,68.7,157.0,27.86,1.375,maintain,0,diabetes,1,north_india,0,41,24,35,medical_diet
27,0,64.8,157.9,25.98,1.375,maintain,0,hypertension,2,west_india,2,32,45,23,medical_diet
55,1,72.2,179.9,22.32,1.2,gain,1,none,0,south_india,1,38,52,10,muscle_gain
44,1,53.7,163.2,20.18,1.725,loss,-1,none,0,south_india,1,37,29,34,maintenance
68,1,57.4,171.1,19.62,1.55,maintain,0,none,0,north_india,0,31,41,28,maintenance
38,0,38.5,153.4,16.39,1.375,gain,1,diabetes,1,south_india,1,50,36,14,muscle_gain
25,0,68.0,168.0,24.09,1.375,gain,1,hypertension,2,north_india,0,39,54,7,muscle_gain
18,0,46.4,155.1,19.28,1.2,loss,-1,hypertension,2,west_india,2,34,36,30,medical_diet
45,0,77.6,163.2,29.13,1.375,loss,-1,hypertension,2,north_india,0,36,33,31,weight_loss
66,0,38.1,145.0,18.1,1.375,loss,-1,none,0,north_india,0,34,28,38,muscle_gain
56,1,68.7,167.5,24.47,1.375,maintain,0,hypertension,2,east_india,3,31,45,24,medical_diet
31,1,55.3,158.5,22.02,1.55,gain,1,none,0,north_india,0,40,49,11,muscle_gain
38,1,54.0,170.8,18.5,1.2,gain,1,hypertension,2,north_india,0,38,53,9,muscle_gain
47,1,84.0,171.0,28.75,1.2,gain,1,none,0,north_india,0,42,50,8,muscle_gain
38,1,74.8,166.5,27.0,1.375,loss,-1,none,0,west_india,2,35,28,37,weight_loss
66,0,60.8,151.1,26.64,1.55,loss,-1,diabetes,1,west_india,2,45,16,39,weight_loss
26,1,64.2,157.1,26.02,1.2,loss,-1,none,0,east_india,3,34,29,37,weight_loss
34,0,52.7,161.8,20.13,1.375,maintain,0,thyroid,3,west_india,2,29,40,31,medical_diet
22,1,54.0,162.9,20.35,1.2,loss,-1,none,0,north_india,0,33,31,36,maintenance
48,0,54.8,149.4,24.56,1.55,loss,-1,none,0,north_india,0,36,28,36,maintenance
69,0,73.5,155.0,30.6,1.375,loss,-1,none,0,west_india,2,36,32,32,weight_loss
57,0,61.8,157.1,25.02,1.55,loss,-1,diabetes,1,east_india,3,45,17,38,weight_loss
55,0,68.4,156.6,27.87,1.375,loss,-1,none,0,east_india,3,35,32,33,weight_loss
60,0,56.0,162.3,21.26,1.55,gain,1,none,0,west_india,2,39,50,11,muscle_gain
36,0,73.0,159.9,28.58,1.55,loss,-1,none,0,west_india,2,36,29,35,weight_loss
53,1,68.4,173.5,22.74,1.55,gain,1,none,0,west_india,2,38,51,11,muscle_gain
67,0,51.5,148.7,23.32,1.55,gain,1,none,0,west_india,2,40,50,10,muscle_gain
50,0,53.5,157.9,21.46,1.375,loss,-1,none,0,north_india,0,34,32,34,maintenance
30,1,84.3,173.7,27.96,1.375,gain,1,none,0,north_india,0,42,49,9,muscle_gain
31,0,76.6,165.8,27.88,1.55,loss,-1,none,0,south_india,1,37,29,34,weight_loss
50,1,38.0,153.0,16.23,1.375,gain,1,none,0,west_india,2,42,50,8,muscle_gain
46,1,80.9,165.0,29.72,1.2,gain,1,none,0,south_india,1,42,49,9,muscle_gain
60,0,90.6,162.1,34.49,1.725,gain,1,none,0,south_india,1,40,52,8,muscle_gain
66,0,56.1,160.4,21.82,1.375,loss,-1,thyroid,3,south_india,1,36,30,34,medical_diet
53,1,72.5,174.0,23.94,1.2,gain,1,hypertension,2,south_india,1,41,56,3,muscle_gain
61,0,69.8,154.9,29.08,1.55,gain,1,none,0,north_india,0,41,50,9,muscle_gain
27,1,71.0,170.2,24.51,1.725,gain,1,none,0,east_india,3,38,48,14,muscle_gain
48,0,64.3,164.4,23.81,1.725,loss,-1,thyroid,3,east_india,3,33,28,39,medical_diet
23,1,81.3,158.5,32.35,1.375,loss,-1,none,0,north_india,0,36,32,32,weight_loss
18,0,45.1,161.4,17.32,1.2,loss,-1,hypertension,2,south_india,1,35,36,29,muscle_gain
24,0,44.6,154.0,18.78,1.55,maintain,0,hypertension,2,west_india,2,32,43,25,medical_diet
44,1,94.5,189.5,26.32,1.55,loss,-1,none,0,south_india,1,37,32,31,weight_loss
38,1,38.0,152.8,16.28,1.2,gain,1,hypertension,2,south_india,1,41,56,3,muscle_gain
45,1,73.1,177.6,23.18,1.725,maintain,0,none,0,west_india,2,29,38,33,maintenance
33,1,60.7,165.2,22.21,1.2,loss,-1,diabetes,1,south_india,1,45,16,39,medical_diet
63,0,60.4,148.8,27.25,1.375,maintain,0,none,0,north_india,0,29,39,32,maintenance
40,1,72.6,164.3,26.9,1.2,maintain,0,none,0,south_india,1,29,40,31,maintenance
69,1,49.7,169.9,17.22,1.725,loss,-1,none,0,north_india,0,35,30,35,muscle_gain
37,0,42.3,150.6,18.65,1.2,loss,-1,none,0,south_india,1,35,32,33,maintenance
55,0,56.7,164.9,20.83,1.375,loss,-1,none,0,west_india,2,33,31,36,maintenance
42,1,75.4,178.0,23.8,1.725,maintain,0,none,0,north_india,0,28,41,31,maintenance
45,0,48.6,161.7,18.56,1.2,maintain,0,thyroid,3,north_india,0,32,39,29,medical_diet
22,1,81.3,175.9,26.28,1.2,loss,-1,none,0,west_india,2,33,31,36,weight_loss
38,0,48.9,157.2,19.77,1.2,loss,-1,hypertension,2,south_india,1,34,36,30,medical_diet
35,1,70.5,163.4,26.39,1.375,loss,-1,thyroid,3,north_india,0,35,31,34,weight_loss
64,0,45.0,145.0,21.39,1.375,maintain,0,none,0,south_india,1,32,39,29,maintenance
23,1,51.4,163.0,19.32,1.55,maintain,0,none,0,west_india,2,28,39,33,maintenance
46,1,84.9,168.3,29.99,1.2,maintain,0,hypertension,2,south_india,1,32,44,24,medical_diet
36,0,62.2,145.2,29.51,1.55,loss,-1,diabetes,1,south_india,1,46,16,38,weight_loss
50,0,53.3,149.8,23.75,1.9,loss,-1,none,0,south_india,1,33,31,36,maintenance
18,1,68.5,171.4,23.32,1.725,loss,-1,none,0,east_india,3,37,30,33,maintenance
62,1,59.7,172.4,20.09,1.55,maintain,0,none,0,north_india,0,30,41,29,maintenance
20,0,75.2,162.4,28.53,1.725,loss,-1,diabetes,1,north_india,0,44,17,39,weight_loss
59,0,65.6,155.7,27.05,1.9,loss,-1,none,0,west_india,2,35,29,36,weight_loss
38,0,45.3,155.1,18.84,1.375,loss,-1,diabetes,1,north_india,0,46,16,38,medical_diet
52,0,46.8,155.1,19.48,1.2,loss,-1,none,0,east_india,3,33,29,38,maintenance
58,0,61.9,156.4,25.3,1.725,gain,1,diabetes,1,south_india,1,51,34,15,muscle_gain
57,0,40.4,154.5,16.92,1.55,loss,-1,hypertension,2,west_india,2,34,37,29,muscle_gain
20,0,44.4,151.9,19.24,1.2,maintain,0,hypertension,2,south_india,1,28,44,28,medical_diet
42,0,50.4,162.9,19.0,1.725,gain,1,none,0,west_india,2,38,49,13,muscle_gain
62,0,41.2,153.3,17.52,1.375,loss,-1,thyroid,3,south_india,1,34,29,37,muscle_gain
55,1,46.6,155.2,19.33,1.375,loss,-1,diabetes,1,south_india,1,46,15,39,medical_diet
62,0,70.4,159.6,27.67,1.375,maintain,0,thyroid,3,west_india,2,30,40,30,medical_diet
37,0,38.0,158.9,15.05,1.375,gain,1,diabetes,1,east_india,3,49,36,15,muscle_gain
69,1,65.9,160.7,25.52,1.375,gain,1,none,0,north_india,0,42,50,8,muscle_gain
61,1,67.3,164.2,24.96,1.375,maintain,0,diabetes,1,north_india,0,40,26,34,medical_diet
62,1,76.2,164.6,28.13,1.375,maintain,0,none,0,west_india,2,28,40,32,maintenance
51,1,75.7,172.6,25.41,1.375,gain,1,none,0,north_india,0,39,52,9,muscle_gain
38,1,65.0,169.6,22.61,1.55,gain,1,none,0,west_india,2,39,49,12,muscle_gain
65,1,44.9,154.7,18.77,1.2,gain,1,hypertension,2,north_india,0,42,57,1,muscle_gain
40,0,67.7,155.8,27.88,1.725,loss,-1,thyroid,3,south_india,1,36,31,33,weight_loss
23,1,76.2,170.2,26.29,1.55,maintain,0,hypertension,2,south_india,1,32,46,22,medical_diet
68,1,59.8,165.7,21.77,1.55,maintain,0,thyroid,3,north_india,0,32,38,30,medical_diet
30,1,78.5,167.6,27.95,1.375,loss,-1,pcos,4,east_india,3,46,15,39,weight_loss
66,0,56.9,162.3,21.62,1.9,maintain,0,none,0,west_india,2,28,40,32,maintenance
40,1,73.3,173.4,24.41,1.2,loss,-1,none,0,west_india,2,34,32,34,maintenance
26,0,56.1,163.4,21.03,1.2,maintain,0,diabetes,1,west_india,2,40,25,35,medical_diet
34,1,72.7,166.3,26.29,1.55,gain,1,none,0,north_india,0,38,52,10,muscle_gain
19,1,66.6,178.6,20.9,1.55,loss,-1,none,0,south_india,1,33,30,37,maintenance
36,0,57.6,161.1,22.17,1.2,maintain,0,diabetes,1,west_india,2,38,24,38,medical_diet
36,0,38.0,145.0,18.07,1.375,maintain,0,none,0,north_india,0,30,41,29,muscle_gain
24,1,74.9,171.8,25.4,1.375,maintain,0,none,0,south_india,1,29,40,31,maintenance
59,0,62.2,157.5,25.06,1.375,maintain,0,diabetes,1,east_india,3,38,24,38,medical_diet
59,0,38.0,151.0,16.67,1.375,loss,-1,none,0,west_india,2,37,28,35,muscle_gain
37,1,72.0,167.1,25.78,1.9,gain,1,none,0,south_india,1,40,48,12,muscle_gain
26,1,43.5,161.2,16.73,1.9,loss,-1,none,0,north_india,0,36,32,32,muscle_gain
34,1,92.4,166.1,33.49,1.9,maintain,0,diabetes,1,south_india,1,39,24,37,medical_diet
44,0,50.7,156.8,20.61,1.375,loss,-1,none,0,west_india,2,37,28,35,maintenance
64,1,69.6,157.0,28.23,1.375,maintain,0,diabetes,1,south_india,1,40,27,33,medical_diet
19,1,67.1,164.7,24.74,1.375,gain,1,thyroid,3,west_india,2,40,52,8,muscle_gain
53,0,61.4,158.5,24.44,1.55,loss,-1,hypertension,2,north_india,0,36,33,31,medical_diet
36,0,39.2,153.2,16.7,1.375,loss,-1,thyroid,3,south_india,1,35,28,37,muscle_gain
34,1,69.7,159.6,27.37,1.55,gain,1,thyroid,3,south_india,1,39,50,11,muscle_gain
22,0,61.9,161.3,23.78,1.55,loss,-1,none,0,north_india,0,37,31,32,maintenance
56,1,60.0,154.3,25.18,1.725,maintain,0,hypertension,2,north_india,0,30,43,27,medical_diet
35,0,45.0,146.0,21.08,1.2,loss,-1,none,0,north_india,0,36,30,34,maintenance
24,1,78.1,176.6,25.06,1.55,loss,-1,none,0,north_india,0,34,32,34,weight_loss
34,0,45.1,155.7,18.59,1.375,maintain,0,hypertension,2,north_india,0,30,47,23,medical_diet
56,0,71.4,173.3,23.79,1.2,gain,1,none,0,south_india,1,38,49,13,muscle_gain
53,0,55.9,160.9,21.58,1.375,maintain,0,none,0,south_india,1,28,39,33,maintenance
57,0,47.3,155.7,19.49,1.2,gain,1,diabetes,1,north_india,0,51,35,14,muscle_gain
62,1,69.3,167.7,24.65,1.375,maintain,0,none,0,east_india,3,28,38,34,maintenance
21,0,49.4,145.0,23.48,1.2,gain,1,none,0,south_india,1,38,52,10,muscle_gain
55,1,79.6,176.6,25.53,1.725,gain,1,thyroid,3,south_india,1,39,52,9,muscle_gain
42,0,71.2,172.4,23.95,1.2,loss,-1,none,0,north_india,0,34,29,37,maintenance
22,0,49.9,145.0,23.75,1.55,loss,-1,hypertension,2,south_india,1,37,35,28,medical_diet
47,1,77.2,174.3,25.41,1.725,loss,-1,none,0,south_india,1,37,28,35,weight_loss
29,0,57.5,156.4,23.53,1.375,loss,-1,thyroid,3,north_india,0,37,28,35,medical_diet
21,0,64.2,162.3,24.4,1.2,loss,-1,none,0,north_india,0,34,29,37,maintenance
41,1,83.8,169.6,29.13,1.375,maintain,0,none,0,north_india,0,29,38,33,maintenance
46,0,44.8,159.3,17.67,1.2,loss,-1,none,0,south_india,1,34,30,36,muscle_gain
26,1,59.1,162.9,22.27,1.2,loss,-1,hypertension,2,north_india,0,33,37,30,medical_diet
21,0,62.1,158.0,24.86,1.375,loss,-1,none,0,north_india,0,37,29,34,maintenance
68,0,40.7,159.7,15.96,1.375,loss,-1,diabetes,1,west_india,2,43,13,44,muscle_gain
41,0,75.6,159.0,29.9,1.55,loss,-1,none,0,north_india,0,37,32,31,weight_loss
31,1,75.9,172.9,25.41,1.375,loss,-1,thyroid,3,north_india,0,36,31,33,weight_loss
22,0,65.9,154.5,27.64,1.55,loss,-1,none,0,north_india,0,33,29,38,weight_loss
35,0,75.3,161.9,28.74,1.2,loss,-1,none,0,east_india,3,37,29,34,weight_loss
59,0,54.6,149.6,24.38,1.2,gain,1,diabetes,1,north_india,0,50,36,14,muscle_gain
36,0,38.0,155.3,15.76,1.375,maintain,0,diabetes,1,south_india,1,41,25,34,muscle_gain
29,0,55.0,153.2,23.42,1.725,loss,-1,diabetes,1,south_india,1,43,14,43,medical_diet
35,0,60.1,157.5,24.21,1.55,maintain,0,none,0,east_india,3,28,42,30,maintenance
34,0,42.1,155.1,17.48,1.55,gain,1,diabetes,1,east_india,3,50,37,13,muscle_gain
47,0,42.3,163.8,15.77,1.375,loss,-1,none,0,north_india,0,34,29,37,muscle_gain
41,0,57.3,151.7,24.88,1.55,loss,-1,pcos,4,north_india,0,45,15,40,medical_diet
28,1,58.3,173.3,19.41,1.2,gain,1,none,0,south_india,1,39,51,10,muscle_gain
52,0,73.6,148.9,33.21,1.375,loss,-1,none,0,north_india,0,33,29,38,weight_loss
40,1,57.3,154.2,24.12,1.375,loss,-1,hypertension,2,east_india,3,34,34,32,medical_diet
34,1,82.8,166.6,29.84,1.375,maintain,0,none,0,west_india,2,30,40,30,maintenance
18,1,71.3,170.9,24.4,1.725,loss,-1,pcos,4,east_india,3,47,15,38,medical_diet
32,0,64.2,155.2,26.66,1.55,loss,-1,diabetes,1,south_india,1,46,17,37,weight_loss
49,1,74.6,173.9,24.65,1.2,loss,-1,diabetes,1,south_india,1,43,15,42,medical_diet
26,1,74.0,161.9,28.22,1.9,loss,-1,none,0,south_india,1,36,32,32,weight_loss
32,1,44.6,169.1,15.61,1.2,gain,1,diabetes,1,north_india,0,50,34,16,muscle_gain
45,0,79.0,168.4,27.88,1.2,maintain,0,none,0,south_india,1,31,40,29,maintenance
41,1,84.6,176.5,27.13,1.725,gain,1,hypertension,2,east_india,3,42,55,3,muscle_gain
52,0,52.4,154.3,22.03,1.375,loss,-1,none,0,west_india,2,37,31,32,maintenance
39,1,60.6,165.5,22.12,1.55,loss,-1,none,0,north_india,0,37,32,31,maintenance
44,1,71.0,174.6,23.29,1.2,loss,-1,none,0,west_india,2,35,32,33,maintenance
36,0,60.1,156.7,24.47,1.725,loss,-1,hypertension,2,north_india,0,37,35,28,medical_diet
62,0,71.7,157.1,29.04,1.55,loss,-1,diabetes,1,south_india,1,43,14,43,weight_loss
29,1,48.8,155.2,20.26,1.375,loss,-1,hypertension,2,west_india,2,37,35,28,medical_diet
37,1,40.0,160.4,15.54,1.55,loss,-1,none,0,north_india,0,35,32,33,muscle_gain
18,1,100.5,170.7,34.5,1.9,loss,-1,none,0,north_india,0,37,31,32,weight_loss
38,0,59.2,151.2,25.92,1.375,gain,1,none,0,north_india,0,41,52,7,muscle_gain
66,0,60.9,165.6,22.21,1.375,loss,-1,none,0,east_india,3,37,29,34,maintenance
62,1,85.7,171.5,29.16,1.55,maintain,0,hypertension,2,north_india,0,30,44,26,medical_diet
18,1,75.2,163.9,27.96,1.375,gain,1,none,0,south_india,1,41,51,8,muscle_gain
27,0,50.9,145.0,24.21,1.9,loss,-1,none,0,north_india,0,34,29,37,maintenance
64,0,39.3,145.0,18.68,1.2,gain,1,thyroid,3,south_india,1,38,49,13,muscle_gain
49,1,79.1,171.0,27.02,1.375,gain,1,pcos,4,north_india,0,52,33,15,muscle_gain
56,0,65.9,152.8,28.22,1.55,loss,-1,diabetes,1,west_india,2,45,17,38,weight_loss
39,1,49.6,170.2,17.11,1.375,gain,1,none,0,south_india,1,38,49,13,muscle_gain
35,0,59.5,156.8,24.19,1.2,gain,1,none,0,north_india,0,41,48,11,muscle_gain
65,1,78.0,174.4,25.64,1.375,loss,-1,none,0,east_india,3,35,32,33,weight_loss
63,1,67.5,164.3,25.0,1.725,gain,1,diabetes,1,east_india,3,52,33,15,muscle_gain
49,1,77.6,177.1,24.76,1.375,maintain,0,none,0,north_india,0,32,38,30,maintenance
44,0,66.9,152.6,28.7,1.375,gain,1,none,0,north_india,0,39,50,11,muscle_gain
45,1,62.7,165.2,22.96,1.55,maintain,0,none,0,south_india,1,28,41,31,maintenance
35,1,69.9,169.9,24.21,1.55,loss,-1,diabetes,1,south_india,1,47,13,40,medical_diet
56,0,62.8,159.0,24.84,1.375,maintain,0,none,0,north_india,0,31,39,30,maintenance
66,1,69.0,171.2,23.56,1.375,maintain,0,none,0,west_india,2,31,41,28,maintenance
46,1,64.1,180.8,19.63,1.2,maintain,0,diabetes,1,north_india,0,41,23,36,medical_diet
35,1,78.2,175.6,25.35,1.55,gain,1,none,0,south_india,1,41,49,10,muscle_gain
61,0,71.9,169.2,25.11,1.375,maintain,0,none,0,south_india,1,28,39,33,maintenance
25,0,53.7,158.1,21.49,1.375,gain,1,none,0,west_india,2,39,48,13,muscle_gain
48,0,61.4,163.0,23.11,1.2,maintain,0,hypertension,2,east_india,3,29,43,28,medical_diet
51,0,38.0,155.1,15.81,1.2,gain,1,hypertension,2,north_india,0,40,53,7,muscle_gain
24,1,87.4,172.9,29.24,1.55,loss,-1,thyroid,3,north_india,0,33,32,35,weight_loss
53,0,72.1,161.3,27.72,1.375,loss,-1,none,0,south_india,1,35,28,37,weight_loss
35,0,40.4,156.5,16.51,1.2,loss,-1,pcos,4,south_india,1,47,16,37,muscle_gain
55,0,53.9,162.0,20.53,1.2,loss,-1,none,0,west_india,2,35,30,35,maintenance
26,1,90.4,173.0,30.2,1.2,gain,1,diabetes,1,north_india,0,51,33,16,muscle_gain
26,1,48.1,162.0,18.34,1.375,loss,-1,diabetes,1,west_india,2,44,13,43,muscle_gain
