name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
mixed vegetable soup,35.71,8.22,2.95,11.66,1.64,1.64,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cheese soup,41.13,12.39,1.87,17.07,1.8,0.84,other,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
mulligatawny soup,54.42,11.26,8.24,13.28,2.6,1.26,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cream of carrot soup,59.77,8.27,5.69,12.35,1.98,1.77,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cream of broccoli soup,56.14,8.97,3.72,12.75,1.89,1.59,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cream of potato soup,60.2,8.1,6.14,12.05,1.51,1.24,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
almond soup (badam ka soup),78.65,10.13,3.68,13.8,0.91,1.94,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cold cucumber cream soup,11.88,0.34,1.76,0.34,0.73,0.51,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
cold tomato soup,16.9,0.11,0.59,1.56,0.16,0.22,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
chicken stew,127.55,7.19,4.44,8.91,1.82,1.43,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
veg paneer stew,145.55,6.98,10.22,8.41,3.08,4.85,protein,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""veg""]",medium
onion-green chilli parantha/paratha (pyaaz aur hari mirch ka parantha/paratha),191.27,4.37,26.37,7.27,5.16,2.71,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",medium
methi parantha/paratha,148.36,4.27,22.19,4.34,5.09,2.44,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""high-fiber"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
bathua poori,598.79,2.35,13.85,59.14,1.87,0.41,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
gram flour poori (besan poori),697.66,2.59,10.93,71.51,1.94,0.35,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
beetroot poori (chukandar ki poori),527.66,1.91,12.29,52.18,1.4,0.54,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
peas poori (matar ki poori),592.83,3.04,14.92,57.69,2.25,0.48,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
peas kachori (matar kachori),584.68,3.21,13.25,57.51,2.03,0.5,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
pizza,146.77,6.85,9.94,8.72,1.71,1.38,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
bacon and mushroom pancake,157.67,6.82,8.47,10.6,1.59,1.23,snack,vegan,north_india,['snack'],"[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cheese and tomato pancake,147.39,5.15,10.66,9.28,1.06,3.48,snack,veg,north_india,['snack'],"[""weight-loss"", ""diabetes-friendly"", ""veg""]",medium
minced meat pancake (with chicken),116.04,12.01,8.18,10.48,0.7,1.29,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
eggplant/brinjal rice (vangi bhat),184.8,5.28,31.74,3.67,4.44,4.36,protein,non-veg,north_india,"['lunch', 'dinner']","[""low-fat""]",medium
kashmiri 'tahar',98.21,1.95,19.11,1.37,0.98,0.17,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
cumin pulao (jeera/zeera pulao),135.24,2.47,23.61,3.2,1.4,0.64,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
peas pulao (matar pulao),108.87,3.89,18.42,1.9,3.21,1.3,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
split bengal gram dal and vegetable pulao (channa dal and vegetable pulao),116.53,3.6,19.72,2.3,3.16,1.59,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
black channa pulao/ bengal gram pulao (kale chane ka pulao),125.51,3.44,21.55,2.58,2.69,1.99,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
mutton pulao,130.77,6.52,11.26,10.78,1.65,1.0,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly""]",medium
chicken pulao,108.24,6.07,11.17,8.48,1.64,0.99,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly""]",medium
mexican rice,120.57,4.62,14.21,4.88,1.64,1.44,grain,vegan,north_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
plain khitchdi (plain khichri/khichdi),57.03,1.72,10.04,1.01,0.85,0.12,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
instant idli (with semolina),247.29,9.16,43.4,3.61,7.13,3.35,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""low-fat"", ""vegan""]",medium
plain dosa,380.91,10.34,64.08,8.43,5.23,0.7,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""high-fiber"", ""vegan""]",medium
masala dosa mixed vegetable fillings,144.53,4.84,23.02,3.26,4.31,1.53,grain,vegan,south_india,"['breakfast', 'lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
masala dosa paneer fillings,243.12,10.31,29.76,8.84,3.11,4.81,protein,veg,south_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
uttapam,255.95,6.18,36.28,9.03,4.4,1.5,other,vegan,south_india,"['lunch', 'dinner']","[""vegan""]",medium
appam,267.7,3.12,13.28,22.63,6.19,4.16,other,vegan,south_india,"['lunch', 'dinner']","[""high-fiber"", ""diabetes-friendly"", ""vegan""]",low
beans and macaroni,136.08,4.58,14.24,7.01,2.05,1.68,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
spaghetti bolognese,97.43,9.35,10.04,9.51,1.08,1.41,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
meat and macaroni casserole,161.55,9.15,16.12,10.17,1.19,1.0,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
spaghetti with meat balls and tomato sauce,158.13,5.61,10.46,10.64,1.11,1.87,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
spaghetti with paneer balls and tomato sauce,158.54,3.95,12.72,10.44,1.25,3.03,protein,veg,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""veg""]",medium
lasagne with meat sauce,63.38,2.9,5.38,3.43,0.47,1.04,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
lasagne with vegetables,49.23,1.71,5.9,2.16,0.66,1.37,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
home made egg noodles,240.84,6.55,42.92,4.37,1.6,1.03,protein,non-veg,north_india,"['lunch', 'dinner']","[""low-fat""]",high
sour lentils (khatti dal),34.79,2.22,6.04,0.12,1.22,1.25,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
urad special dehusked,69.43,3.14,8.86,2.17,2.5,1.32,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
arhar with spinach (arhar dal aur palak),52.84,2.05,4.77,2.76,1.3,0.23,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
moong dal with vadi,24.08,0.4,1.0,2.05,0.39,0.45,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
rasam with tamarind (puli rasam/ chintapandu rasam/ charu/saaru),26.74,1.13,3.37,0.88,1.6,0.83,other,vegan,south_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
rasam with lemon (nimmakaya rasam/nimmakaya charu/elumichai rasam/nimbe hannina saaru),24.41,1.11,2.85,0.87,1.54,0.44,other,vegan,south_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
green gram whole with baghar (sabut moong dal with tadka),63.43,3.23,6.8,2.48,3.02,0.15,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
urad sabut special,79.39,2.33,5.03,5.46,2.15,0.86,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
kabuli channa curry,68.57,2.92,7.63,3.06,1.12,1.24,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
besan gatte curry,189.38,7.75,16.26,10.72,3.25,4.5,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
dry masala chops,135.07,9.08,3.3,9.54,0.86,2.27,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mutton korma,115.64,7.09,2.53,8.54,0.78,1.64,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
shahi keema kofta curry,418.13,4.14,1.73,43.83,0.91,0.78,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
minced meat ball curry,109.79,6.82,2.86,7.85,1.49,1.27,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
boti kebab,132.86,9.22,3.06,9.27,0.76,2.09,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mutton seekh kebab,133.94,11.25,3.11,8.43,1.88,1.4,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
indian lamb and egg curry (nargisi kofta),335.75,3.84,2.07,34.7,0.6,0.75,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
soya chunks sweet and sour (nutrinugget sweet and sour),500.94,2.85,3.27,55.99,0.86,1.1,protein,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
soya chunks korma (nutrinugget korma),131.43,3.86,7.67,9.5,2.57,4.66,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mushroom matar,70.77,2.79,5.33,4.11,3.13,1.39,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
soya chunks and peas (nutrinugget matar),82.62,3.03,5.82,5.11,2.86,1.64,protein,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
vegetable yakhni,406.06,1.18,1.94,43.8,0.61,1.44,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach mushroom (palak mushroom),47.63,1.94,2.95,2.96,2.27,1.0,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
vegetarian nargisi kofta curry,332.15,2.29,6.58,32.94,0.86,1.65,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
roast chicken,199.9,20.49,0.1,13.06,0.03,0.05,protein,non-veg,north_india,"['lunch', 'dinner']","[""high-protein"", ""keto-friendly"", ""diabetes-friendly""]",medium
shahi chicken masala,163.7,9.82,4.07,12.02,0.96,2.86,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
tomato chicken,111.68,10.57,2.13,6.71,1.42,0.93,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
creamy chicken,152.87,13.52,3.13,9.57,0.69,2.11,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
broccoli chicken ala king,119.56,7.97,5.34,7.57,1.92,2.49,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
ginger chicken,129.17,8.24,5.6,8.24,1.21,1.95,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
chicken sweet and sour,445.09,6.92,2.67,47.59,0.58,0.89,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
chicken korma,147.96,9.83,5.43,9.67,1.82,3.32,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
bengal fish curry (bengali machli curry),109.43,7.26,4.42,7.03,1.93,2.39,protein,non-veg,east_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
fish finger,542.9,5.66,4.47,55.82,0.34,0.17,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
fish in coconut milk (nariyal ke doodh ke saath machli),86.21,8.66,2.73,4.43,1.52,1.55,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat""]",medium
prawn curry (with coconut) (jhinga curry),109.55,8.54,3.1,6.93,1.56,2.03,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
baked stuffed fish,121.96,16.14,2.12,5.43,0.38,0.35,protein,non-veg,north_india,"['lunch', 'dinner']","[""high-protein"", ""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
fish pie,120.9,9.25,7.74,5.77,0.76,1.13,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
crispy baked fish,138.4,10.95,9.59,6.41,1.21,1.53,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
fish souffle,139.71,10.51,5.14,8.55,0.19,2.09,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
potato curry (aloo ki sabzi),89.56,1.52,10.42,4.47,2.42,1.58,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
egg curry (anda curry),117.52,5.38,4.03,8.81,2.09,1.9,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
vegetable curry with coconut,83.07,2.77,7.19,4.66,3.35,1.41,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
curd with potatoes (dahi aloo),59.9,1.56,7.15,2.72,1.19,1.82,vegetable,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
potato kofta curry (aloo kofta curry),455.4,0.56,2.78,49.08,0.56,0.63,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
yam kofta curry (zimikand/suran kofta curry),322.88,0.71,3.75,33.84,1.04,0.63,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
jackfruit kofta curry (kathal ka kofta curry),321.08,0.8,3.17,33.83,0.96,2.4,fruit,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
spinach and potato (palak aloo),57.17,1.63,5.91,2.82,2.04,0.93,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
mooli bhujia,91.2,1.69,4.74,7.25,2.36,1.07,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
bathua bhujia,90.9,2.26,3.63,7.29,3.8,1.08,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cabbage rolls (dry) ((pattagobhi rolls) (dry)),142.48,8.21,6.09,9.36,1.84,1.26,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cabbage rolls (curry) ((pattagobhi rolls)(curry)),124.63,5.76,7.03,8.17,2.35,3.81,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
dry arbi (sookhi arbi),134.95,2.12,11.11,8.97,2.47,1.55,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
masala arbi,185.38,3.01,16.16,11.9,3.1,0.81,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
peas brinjal bhartha (matar baingan bhartha),84.55,2.05,5.02,6.05,3.63,1.57,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
okra/lady's fingers fry (bhindi sabzi/sabji/subji),110.81,1.83,4.5,9.27,3.57,1.42,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
crispy okra/crispy lady's fingers (karare bhindi),657.76,1.91,4.35,70.4,1.75,0.26,vegetable,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
beans foogath,105.06,2.03,3.26,9.22,4.15,1.7,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
stuffed bittergourd (wet) (bharwa karele),162.36,1.36,4.68,15.24,2.86,1.95,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
jackfruit/kathal (dry),488.97,0.93,4.56,51.78,1.33,3.55,fruit,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
yam fried (zimikand/suran fried),491.76,0.79,5.47,51.79,1.44,0.8,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
"cauliflower, pea and potato bhujia (phoolgobhi, matar aur aloo bhujia)",95.67,2.75,8.23,5.54,3.26,1.47,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
vegetable jalfrezi,68.48,1.4,5.43,4.38,2.97,1.79,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
vegetables stir fry,30.78,1.04,3.19,1.47,1.37,0.86,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
broccoli delight,40.7,2.49,2.34,2.48,2.83,1.08,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
dhansak (vegetarian),82.8,3.32,7.28,4.18,4.17,0.91,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
cauliflower basket,90.95,5.21,3.97,5.88,2.4,1.47,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
stuffed bottle gourd (stuffed ghiya/lauki),93.19,5.84,4.36,5.8,1.18,1.52,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
ducheese potato,140.54,3.6,10.94,9.01,1.29,0.29,other,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""veg""]",medium
roast potatoes,87.32,1.53,14.52,2.35,1.71,0.33,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
stuffed baked potatoes,100.2,3.82,11.03,4.39,1.31,0.4,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
potato nests,111.62,5.71,11.05,4.77,2.49,1.41,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
parsley potato,119.51,1.49,13.81,6.28,1.59,0.34,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""diabetes-friendly"", ""vegan""]",medium
creamed spinach and mushroom,419.62,2.28,3.17,44.14,1.02,1.17,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
fricassee of mushroom,106.66,3.65,8.13,6.63,1.23,2.51,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
cauliflower au gratin,145.9,4.45,9.13,10.2,1.44,3.01,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
vegetable and cheese pie,126.88,4.03,8.76,8.28,1.91,2.69,vegetable,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""veg""]",medium
spinach souffle,150.18,7.36,6.27,10.52,1.44,0.89,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
beetroot and egg salad (chukandar aur ande ka salad),84.92,3.36,3.4,6.45,0.55,1.97,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
sour cream potato salad,121.9,2.89,9.05,8.13,1.21,0.84,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
tossed green salad,49.88,1.33,3.82,3.24,1.33,1.9,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
spring basket salad,160.46,3.36,11.61,11.3,3.09,1.46,other,vegan,north_india,"['lunch', 'dinner']","[""diabetes-friendly"", ""vegan""]",medium
cucumber and yogurt salad (kheere aur dahi ka salad),36.13,2.09,4.72,0.93,1.66,2.28,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""veg""]",medium
chicken and tomato towers,100.55,6.9,2.36,6.99,1.14,1.21,protein,non-veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly""]",medium
jellied sunshine fruit salad,48.86,5.85,4.21,0.85,1.8,2.86,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
tomato aspic,50.37,6.87,5.02,0.26,1.58,3.21,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
frozen frosty fruit salad (phalon ka salaad),103.51,1.68,15.61,4.17,0.26,14.38,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""low-fat"", ""vegan""]",medium
french dressing,733.77,0.32,3.68,79.65,0.22,3.01,other,vegan,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly"", ""vegan""]",medium
mayonnaise without eggs,329.05,2.13,3.98,33.84,0.04,3.68,protein,non-veg,north_india,"['lunch', 'dinner']","[""keto-friendly"", ""diabetes-friendly""]",medium
curd dressing,78.8,5.59,8.03,2.9,0.22,7.57,dairy,veg,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""veg""]",medium
carrot raita (gajar ka raita),64.78,4.14,7.19,2.19,1.69,5.99,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
pumpkin raita (kaddu ka raita),55.6,3.74,6.02,1.88,1.04,5.48,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
mint and peanut raita (pudinay aur moongfali ka raita),112.05,7.05,7.31,6.19,1.79,6.17,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""vegan""]",medium
spinach raita (palak ka raita),52.75,3.95,5.06,1.86,1.39,3.97,vegetable,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
bathua raita,54.4,4.13,5.31,1.76,2.19,4.11,other,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""diabetes-friendly"", ""low-fat"", ""vegan""]",medium
pineapple raita (ananas ka raita),67.74,3.9,8.62,2.02,1.39,8.12,fruit,vegan,north_india,"['lunch', 'dinner']","[""weight-loss"", ""keto-friendly"", ""low-fat"", ""vegan""]",medium
