name,calories,protein,carbs,fat,fiber,sugar,category,diet_type,region,meal_type,health_tags,glycemic_index
"beef, tenderloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",194.0,29.07,0.0,7.76,0.0,0.0,protein,non-veg,global,"[""beverage""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",170.0,29.34,0.0,4.96,0.0,0.0,protein,non-veg,global,"[""beverage""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, braised",205.0,34.46,0.0,6.43,0.0,0.0,protein,non-veg,global,"[""beverage""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",128.0,22.19,0.0,4.31,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",196.0,33.15,0.0,6.0,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, all grades, raw",127.0,21.57,0.0,3.84,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",124.0,22.6,0.0,3.0,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",214.0,34.66,0.0,7.36,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, raw",132.0,22.11,0.0,4.19,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked",163.0,28.0,0.0,5.72,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, bottom round, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",216.0,34.34,0.0,7.73,0.0,0.0,protein,non-veg,global,"[""beverage""]","[""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",178.0,29.42,0.0,5.84,0.0,0.0,protein,non-veg,global,"[""beverage""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, raw",131.0,22.09,0.0,4.08,0.0,0.0,protein,non-veg,global,"[""beverage""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",139.0,21.96,0.0,5.05,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, brisket, flat half, separable lean only, trimmed to 1/8"" fat, choice, raw",129.0,21.69,0.0,4.06,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",140.0,22.22,0.0,4.96,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",179.0,27.56,0.0,6.77,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted",175.0,29.87,0.0,5.3,0.0,0.0,protein,non-veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",193.0,32.04,0.0,6.25,0.0,0.0,protein,non-veg,global,"[""beverage""]","[""weight-loss"", ""high-protein"", ""good-protein"", ""low-carb"", ""keto-friendly"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soup, clam chowder, new england, canned, ready-to-serve",79.0,2.61,8.28,3.94,1.0,0.23,other,non-veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",70.0,2.33,5.68,4.23,0.8,0.0,other,non-veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soup, chicken noodle, reduced sodium, canned, ready-to-serve",41.0,3.29,3.84,1.34,0.8,0.34,grain,non-veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soup, beef and vegetables, reduced sodium, canned, ready-to-serve",42.0,3.26,4.99,0.95,0.8,1.22,protein,non-veg,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"sauce, sweet and sour, ready-to-serve",154.0,0.27,38.22,0.02,0.1,18.75,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""low-fat"", ""heart-healthy""]",medium
"sauce, cocktail, ready-to-serve",128.0,1.36,28.22,1.05,1.8,11.83,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""low-fat"", ""heart-healthy""]",medium
"dip, salsa con queso, cheese and salsa- medium",143.0,3.14,11.14,9.51,0.7,1.95,dairy,veg,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"dip, tostitos, salsa con queso, medium",133.0,2.92,11.72,8.26,0.6,1.4,other,vegan,global,"[""lunch"", ""dinner""]","[""weight-loss"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"sauce, peanut, made from peanut butter, water, soy sauce",257.0,6.31,22.02,16.02,1.8,17.07,protein,veg,global,"[""beverage""]",[],medium
"soup, chunky vegetable, reduced sodium, canned, ready-to-serve",50.0,1.16,10.28,0.51,1.1,2.78,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"gravy, heinz home style, classic chicken",46.0,0.67,5.01,2.57,0.0,0.0,protein,non-veg,north_india,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"soup, beef barley, ready to serve",52.0,2.81,7.94,0.96,0.9,1.22,grain,non-veg,global,"[""lunch"", ""dinner"", ""snack""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"sauce, enchilada, red, mild, ready to serve",30.0,0.62,4.87,0.91,0.5,1.83,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"bread, chapati or roti, whole wheat, commercially prepared, frozen",299.0,7.85,46.13,9.2,9.7,2.93,grain,vegan,north_india,"[""breakfast"", ""lunch"", ""dinner""]","[""high-fiber"", ""diabetes-friendly""]",medium
"bread, paratha, whole wheat, commercially prepared, frozen",326.0,6.36,45.35,13.2,9.6,4.15,grain,vegan,north_india,"[""breakfast""]","[""high-fiber"", ""diabetes-friendly""]",medium
"bread, naan, whole wheat, commercially prepared, refrigerated",286.0,10.2,46.21,6.7,4.8,3.4,grain,vegan,north_india,"[""breakfast""]","[""good-protein"", ""diabetes-friendly""]",medium
"bread, roll, mexican, bollilo",318.0,10.65,55.77,5.8,2.2,3.55,grain,vegan,global,"[""breakfast""]","[""good-protein"", ""diabetes-friendly""]",high
"cookie, butter or sugar, with chocolate icing or filling",503.0,4.1,68.83,23.5,1.9,33.8,dairy,veg,global,"[""snack""]",[],high
"cookie, chocolate, with icing or coating",507.0,4.5,67.87,24.2,2.3,32.0,grain,vegan,global,"[""breakfast"", ""snack""]",[],high
"tortillas, ready-to-bake or -fry, whole wheat",310.0,9.76,45.89,9.76,9.8,2.44,grain,vegan,global,"[""lunch"", ""dinner""]","[""good-protein"", ""high-fiber"", ""diabetes-friendly""]",medium
"cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber",409.0,3.71,69.37,13.0,14.9,33.42,snack,vegan,global,"[""snack""]","[""high-fiber""]",high
"cookies, graham crackers, plain or honey, lowfat",386.0,5.71,77.96,5.71,5.7,22.86,grain,non-veg,global,"[""snack""]","[""high-fiber""]",high
"crackers, cheese, whole grain",412.0,9.62,57.29,16.03,6.4,0.0,grain,veg,global,"[""snack""]","[""good-protein"", ""high-fiber"", ""diabetes-friendly""]",high
"waffles, whole wheat, lowfat, frozen, ready-to-heat",257.0,7.14,49.16,3.57,4.3,4.29,grain,vegan,global,"[""breakfast""]","[""low-fat"", ""diabetes-friendly""]",medium
"pancakes, plain, reduced fat",269.0,5.71,57.32,1.9,1.0,8.57,grain,vegan,global,"[""breakfast"", ""snack""]","[""low-fat"", ""heart-healthy""]",high
"cookies, shortbread, reduced fat",451.0,5.37,75.99,14.0,1.3,21.65,grain,vegan,global,"[""breakfast"", ""snack""]",[],high
"cookies, sugar wafer, chocolate-covered",526.0,3.45,65.99,27.59,3.4,51.72,snack,vegan,global,"[""snack""]",[],high
"rolls, hamburger or hot dog, wheat/cracked wheat",269.0,11.69,47.31,3.61,4.2,6.9,grain,non-veg,global,"[""lunch"", ""dinner""]","[""good-protein"", ""low-fat""]",medium
"rolls, hamburger or hot dog, whole wheat",269.0,12.38,44.93,4.38,6.1,5.92,grain,non-veg,global,"[""lunch"", ""dinner""]","[""good-protein"", ""low-fat"", ""high-fiber""]",medium
"bread, french or vienna, whole wheat",239.0,8.33,49.1,1.04,4.2,0.0,grain,vegan,global,"[""breakfast""]","[""good-protein"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
"bagels, whole grain white",255.0,9.3,54.52,0.0,4.7,9.3,grain,vegan,global,"[""lunch"", ""dinner""]","[""good-protein"", ""low-fat"", ""heart-healthy""]",high
"english muffins, whole grain white",245.0,7.02,50.17,1.75,3.5,1.75,grain,vegan,global,"[""breakfast""]","[""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",high
"rolls, hamburger, whole grain white, calcium-fortified",255.0,9.3,46.5,3.49,2.3,9.3,other,non-veg,global,"[""lunch"", ""dinner""]","[""good-protein"", ""low-fat""]",medium
"cookies, chocolate chip sandwich, with creme filling",425.0,2.94,63.52,17.65,0.0,38.24,snack,vegan,global,"[""lunch"", ""dinner"", ""snack""]",[],high
"cookies, chocolate, made with rice cereal",440.0,3.23,63.26,19.35,1.6,40.32,grain,vegan,global,"[""breakfast"", ""lunch"", ""dinner"", ""snack""]",[],high
"cookies, marshmallow, with rice cereal and chocolate chips",435.0,4.55,63.26,18.18,0.0,40.91,grain,vegan,global,"[""breakfast"", ""lunch"", ""dinner"", ""snack""]",[],high
"crackers, flavored, fish-shaped",463.0,10.16,65.67,17.71,3.1,1.18,grain,non-veg,global,"[""lunch"", ""dinner"", ""snack""]","[""good-protein"", ""diabetes-friendly""]",high
"bread, gluten-free, white, made with potato extract, rice starch, and rice flour",320.0,3.13,52.83,10.7,3.5,8.36,grain,vegan,global,"[""breakfast"", ""lunch"", ""dinner""]",[],high
"bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",248.0,4.31,45.78,5.24,4.3,3.53,grain,vegan,global,"[""breakfast"", ""lunch"", ""dinner""]","[""diabetes-friendly""]",medium
"bread, gluten-free, white, made with tapioca starch and brown rice flour",298.0,5.4,51.15,8.02,5.5,11.3,grain,vegan,global,"[""breakfast"", ""lunch"", ""dinner""]","[""high-fiber""]",high
"bread, gluten-free, whole grain, made with tapioca starch and brown rice flour",309.0,7.25,49.09,9.34,4.9,9.81,grain,vegan,global,"[""breakfast"", ""lunch"", ""dinner""]",[],medium
"crackers, gluten-free, multigrain and vegetable, made with corn starch and white rice flour",456.0,2.5,76.94,15.41,3.0,3.9,grain,vegan,global,"[""lunch"", ""dinner"", ""snack""]","[""diabetes-friendly""]",high
"crackers, gluten-free, multi-seeded and multigrain",453.0,11.25,66.3,15.84,10.2,0.86,grain,vegan,global,"[""snack""]","[""good-protein"", ""high-fiber"", ""diabetes-friendly""]",high
"waffles, gluten-free, frozen, ready-to-heat",263.0,2.72,43.05,8.84,1.4,1.73,grain,vegan,global,"[""breakfast""]","[""diabetes-friendly""]",medium
"pancakes, gluten-free, frozen, ready-to-heat",215.0,3.31,40.32,4.55,1.5,4.06,grain,vegan,global,"[""breakfast"", ""snack""]","[""low-fat"", ""diabetes-friendly""]",medium
"rolls, dinner, sweet",321.0,10.04,53.58,7.37,3.1,15.38,other,vegan,global,"[""lunch"", ""dinner""]","[""good-protein""]",high
"beverages,  energy drink, citrus",45.0,0.0,11.27,0.0,0.0,10.42,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"alcoholic beverage, wine, table, red, mouvedre",88.0,0.07,2.64,0.0,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"alcoholic beverage, wine, table, white, chardonnay",84.0,0.07,2.16,0.0,0.0,0.96,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, kiwi strawberry juice drink",47.0,0.0,12.26,0.0,0.0,11.63,fruit,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, apple juice drink, light, fortified with vitamin c",22.0,0.0,5.1,0.1,0.0,4.8,fruit,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, carob-flavor beverage mix, powder",372.0,1.8,93.3,0.2,8.0,0.0,other,vegan,global,"[""lunch"", ""dinner""]","[""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",high
"beverages, carob-flavor beverage mix, powder, prepared with whole milk",75.0,3.16,8.68,3.11,0.4,0.0,dairy,veg,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, coconut milk, sweetened, fortified with calcium, vitamins a, b12, d2",31.0,0.21,2.92,2.08,0.0,2.5,fruit,veg,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, chocolate syrup",279.0,2.1,65.1,1.13,2.6,49.65,snack,vegan,global,"[""snack""]","[""low-fat"", ""heart-healthy""]",high
"beverages, chocolate syrup, prepared with whole milk",90.0,3.07,12.78,2.96,0.3,11.31,dairy,veg,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, coffee, ready to drink, iced, mocha, milk based",60.0,1.48,11.42,0.98,0.0,9.23,dairy,veg,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, tea, oolong, brewed",1.0,0.0,0.15,0.0,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, tea, green, ready-to-drink, citrus, diet, fortified with vitamin c",1.0,0.0,0.31,0.0,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, cocoa mix, powder",398.0,6.67,83.73,4.0,3.7,65.55,other,vegan,global,"[""lunch"", ""dinner""]","[""low-fat""]",high
"beverages, cocoa mix, powder, prepared with water",55.0,0.92,11.54,0.55,0.5,9.03,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, cocoa mix, nestle, hot cocoa mix rich chocolate with marshmallows",400.0,2.8,75.0,15.0,3.7,65.0,snack,vegan,global,"[""snack""]",[],high
"beverages, coffee, brewed, espresso, restaurant-prepared, decaffeinated",9.0,0.1,1.69,0.18,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, coffee, instant, regular, half the caffeine",352.0,14.42,73.18,0.5,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""good-protein"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",high
"beverages, coffee and cocoa, instant, decaffeinated, with whitener and low calorie sweetener",440.0,9.0,71.4,13.21,4.8,34.98,beverage,vegan,global,"[""beverage""]","[""good-protein""]",high
"beverages, tea, green, ready-to-drink, sweetened",27.0,0.0,6.2,0.22,0.0,5.32,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy""]",low
"beverages, tea, ready-to-drink, lemon, diet",2.0,0.0,0.41,0.0,0.0,0.0,fruit,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, coffee, instant, regular, prepared with water",2.0,0.1,0.34,0.0,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, aloe vera juice drink, fortified with vitamin c",15.0,0.0,3.75,0.0,0.0,3.75,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, ocean spray, cran grape",54.0,0.21,13.16,0.0,0.6,12.6,fruit,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, coffee, instant, decaffeinated, powder",351.0,11.6,76.0,0.2,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""good-protein"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",high
"beverages, coffee, instant, chicory",3.0,0.09,0.75,0.0,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, coffee, instant, mocha, sweetened",460.0,5.29,74.04,15.87,1.9,58.2,beverage,vegan,global,"[""beverage""]",[],high
"beverages, ocean spray, light cranberry and raspberry flavored juice",26.0,0.73,5.77,0.0,0.7,5.02,fruit,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy""]",low
"beverages, ocean spray, white cranberry strawberry flavored juice drink",49.0,0.22,11.98,0.01,0.6,11.42,fruit,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, coffee substitute, cereal grain beverage, powder",360.0,6.01,78.42,2.52,23.3,4.63,grain,vegan,global,"[""beverage""]","[""low-fat"", ""heart-healthy"", ""high-fiber"", ""diabetes-friendly""]",high
"beverages, coffee substitute, cereal grain beverage, prepared with water",6.0,0.1,1.3,0.04,0.4,0.08,grain,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, cranberry-apple juice drink, bottled",63.0,0.0,15.85,0.11,0.0,14.5,fruit,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",medium
"alcoholic beverage, malt beer, hard lemonade",68.0,0.0,10.07,0.0,0.0,9.77,fruit,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, cranberry-apricot juice drink, bottled",64.0,0.2,16.2,0.0,0.1,0.0,fruit,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",low
"beverages, tea, green, instant, decaffeinated, lemon, unsweetened, fortified with vitamin c",378.0,0.0,94.45,0.0,0.0,0.0,fruit,vegan,global,"[""beverage""]","[""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",high
"alcoholic beverage, beer, light, higher alcohol",46.0,0.25,0.77,0.0,0.0,0.09,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, amber, hard cider",56.0,0.0,5.92,0.0,0.0,5.92,other,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy""]",low
"beverages, ocean spray, cran cherry",46.0,0.19,12.76,0.0,0.6,12.2,fruit,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, ocean spray, light cranberry",19.0,0.22,4.72,0.01,0.7,3.97,fruit,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, ocean spray, white cranberry peach",45.0,0.13,11.88,0.01,0.6,11.32,vegetable,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, ocean spray, light cranberry, concord grape",23.0,0.36,5.78,0.02,0.7,5.02,fruit,vegan,global,"[""lunch"", ""dinner""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy""]",low
"beverages, fruit punch drink, with added nutrients, canned",47.0,0.0,11.94,0.0,0.2,11.29,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy""]",low
"beverages, fruit punch drink, frozen concentrate",162.0,0.2,41.4,0.0,0.4,0.0,beverage,vegan,global,"[""beverage""]","[""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly""]",medium
"beverages, fruit punch drink, frozen concentrate, prepared with water",46.0,0.06,11.66,0.0,0.1,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, coffee, instant, vanilla, sweetened, decaffeinated, with non dairy creamer",465.0,0.0,86.28,13.33,0.0,66.67,dairy,veg,global,"[""beverage""]",[],high
"beverages, tea, black, brewed, prepared with distilled water",1.0,0.0,0.3,0.0,0.0,0.0,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, tea, herb, brewed, chamomile",1.0,0.0,0.2,0.0,0.0,0.0,beverage,non-veg,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, wine, non-alcoholic",6.0,0.5,1.1,0.0,0.0,1.1,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""keto-friendly"", ""low-fat"", ""heart-healthy"", ""diabetes-friendly"", ""diabetes-friendly""]",low
"beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients",400.0,4.55,90.28,2.27,4.5,81.82,dairy,veg,global,"[""beverage""]","[""low-fat"", ""heart-healthy""]",high
"beverages, chocolate-flavor beverage mix for milk, powder, with added nutrients, prepared with whole milk",89.0,3.27,11.87,3.17,0.4,11.59,dairy,veg,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-fat""]",low
"beverages, water with added vitamins and minerals, bottles, sweetened, assorted fruit flavors",22.0,0.0,5.49,0.0,0.0,5.49,beverage,vegan,global,"[""beverage""]","[""very-low-calorie"", ""weight-loss"", ""low-carb"", ""low-fat"", ""heart-healthy""]",low
